1,,,
eyebrow_left_right,-0.02040274,0.107282,0.4631779
eyebrow_left_left,-0.05886538,0.1115714,0.4787514
nose_tip,-0.00475494,0.05142704,0.4462242
nose_top,-0.005587085,0.08449987,0.459651
nose_bottom,-0.004891881,0.0414218,0.4557662
nose_right,0.0159539,0.04669063,0.467087
nose_left,-0.02547393,0.04571202,0.4612705
lip_right,0.02029994,0.02024046,0.4758064
lip_left,-0.03146695,0.01953217,0.4701897
upper_lip_center,-0.005300695,0.0244622,0.460681
upper_lip_right,0.004159962,0.02607497,0.4626403
upper_lip_left,-0.01343318,0.02669753,0.4611738
lower_lip_center,-0.006172124,0.006342498,0.4642378
lower_lip_right,0.00403465,0.00810101,0.4667989
lower_lip_left,-0.0160842,0.007827136,0.465969
face_border_top_right,0.06831456,0.09490588,0.502579
face_border_top_left,-0.0699588,0.09589811,0.4885243
chin,-0.0105837,-0.03278399,0.4947987
1,,,
eye_right_center,0.08956291,0.07204225,0.4764068
eye_left_center,0.02729874,0.07942534,0.4662632
eyelid_right_top,0.0913009,0.07325733,0.4766213
eyelid_right_bottom,0.09019854,0.06979739,0.4775212
eyelid_right_right,0.1008511,0.0710387,0.4799553
eyelid_right_left,0.08046862,0.07180701,0.4687432
eyelid_left_top,0.02739329,0.08131689,0.465978
eyelid_left_bottom,0.02603567,0.07768916,0.4669883
eyelid_left_right,0.03587614,0.07853144,0.4684664
eyelid_left_left,0.01638451,0.0822468,0.4699191
eyebrow_right_center,0.09589233,0.09792399,0.4760764
eyebrow_right_right,0.112169,0.09109773,0.4897777
eyebrow_right_left,0.07859007,0.09320714,0.4705692
eyebrow_left_center,0.02835505,0.1062551,0.4690596
eyebrow_left_right,0.04633215,0.09609883,0.4687485
eyebrow_left_left,0.007280747,0.1034128,0.4762961
nose_tip,0.05479754,0.04115507,0.454318
nose_top,0.05868629,0.07410108,0.4689077
nose_bottom,0.05249444,0.03000484,0.4636216
nose_right,0.07311726,0.03276191,0.4740278
nose_left,0.03309424,0.03663711,0.4685311
lip_right,0.07348388,0.006702471,0.4832887
lip_left,0.02316321,0.01208116,0.4756497
upper_lip_center,0.05088688,0.01327096,0.4695628
upper_lip_right,0.05984382,0.01354221,0.4725941
upper_lip_left,0.04185628,0.01647524,0.4690726
lower_lip_center,0.04633199,-0.003527097,0.4727149
lower_lip_right,0.05586265,-0.003206533,0.476767
lower_lip_left,0.03618296,-0.0007323959,0.4723716
face_border_top_right,0.09943509,0.05691913,0.3725217
face_border_top_left,-0.01369764,0.08827975,0.4975848
chin,0.0362313,-0.04027003,0.4995744
1,,,
eye_right_center,0.00470878,0.08740837,0.5635312
eye_left_center,-0.05474787,0.08778824,0.5424621
eyelid_right_top,0.005918257,0.08926921,0.5635311
eyelid_right_bottom,0.0054344,0.08558663,0.5641148
eyelid_right_right,0.01511768,0.08828843,0.5706039
eyelid_right_left,-0.002672559,0.08693073,0.5557747
eyelid_left_top,-0.05491354,0.08947618,0.5426939
eyelid_left_bottom,-0.0554722,0.08559933,0.5424353
eyelid_left_right,-0.04574918,0.08786567,0.5455522
eyelid_left_left,-0.06537408,0.08870281,0.5435098
eyebrow_right_center,0.01030625,0.1151019,0.5673078
eyebrow_right_right,0.02369116,0.1086292,0.5797979
eyebrow_right_left,-0.004022291,0.1090931,0.5579849
eyebrow_left_center,-0.05643807,0.1166371,0.5487831
eyebrow_left_right,-0.03656064,0.1089163,0.5507563
eyebrow_left_left,-0.07651287,0.1081849,0.5511571
nose_tip,-0.01524219,0.05650895,0.5347672
nose_top,-0.02022266,0.0873853,0.5481526
nose_bottom,-0.01851567,0.04338845,0.5409774
nose_right,-0.002271772,0.04753748,0.5561134
nose_left,-0.04068674,0.04683381,0.5415985
lip_right,5.629027e-005,0.01829272,0.5645443
lip_left,-0.0451624,0.0183457,0.5444353
upper_lip_center,-0.01913861,0.02596877,0.5425044
upper_lip_right,-0.0117852,0.02711204,0.5490045
upper_lip_left,-0.02799932,0.0273458,0.5414832
lower_lip_center,-0.01995378,0.008326828,0.544258
lower_lip_right,-0.01237642,0.009009716,0.5511396
lower_lip_left,-0.02913402,0.009804955,0.5424736
face_border_top_right,0.0321929,0.09466369,0.5955181
face_border_top_left,-0.106171,0.09438132,0.5717303
chin,-0.0343,-0.03346492,0.5782369
1,,,
eye_right_center,0.0318428,0.08462192,0.5184565
eye_left_center,-0.03145444,0.08778887,0.5092857
eyelid_right_top,0.03246566,0.08591325,0.517531
eyelid_right_bottom,0.03153616,0.08301281,0.5187346
eyelid_right_right,0.0423206,0.08448762,0.5228719
eyelid_right_left,0.0218309,0.08559241,0.515863
eyelid_left_top,-0.03279824,0.0898589,0.5101382
eyelid_left_bottom,-0.03332428,0.08646224,0.510233
eyelid_left_right,-0.02348945,0.08725334,0.5065579
eyelid_left_left,-0.0433981,0.08989563,0.5134639
eyebrow_right_center,0.03645061,0.1122558,0.5217178
eyebrow_right_right,0.05270483,0.1054306,0.5349398
eyebrow_right_left,0.02018643,0.1070684,0.5158932
eyebrow_left_center,-0.03215748,0.1170694,0.51282
eyebrow_left_right,-0.01376561,0.1080378,0.5120941
eyebrow_left_left,-0.05297348,0.1130076,0.5233841
nose_tip,0.0004106551,0.05494313,0.4936773
nose_top,0.0008756351,0.08567995,0.5082437
nose_bottom,-0.001918503,0.04280355,0.503116
nose_right,0.01747419,0.04549996,0.5150152
nose_left,-0.02228842,0.04708229,0.5068845
lip_right,0.02102268,0.01605586,0.5224546
lip_left,-0.02892264,0.0194782,0.5120646
upper_lip_center,-0.002319338,0.02447057,0.5058126
upper_lip_right,0.006317313,0.02563913,0.5086666
upper_lip_left,-0.01130499,0.02742267,0.5061432
lower_lip_center,-0.004486857,0.006405296,0.5081933
lower_lip_right,0.004784867,0.006503761,0.5126874
lower_lip_left,-0.01396413,0.008187559,0.507656
face_border_top_right,0.06431449,0.08834196,0.5340083
face_border_top_left,-0.06785484,0.09934355,0.5316055
chin,-0.01456277,-0.03301676,0.5448077
1,,,
eye_right_center,0.04905461,0.07181401,0.4382745
eye_left_center,-0.01231918,0.07374997,0.4323714
eyelid_right_top,0.04960032,0.07404572,0.4439288
eyelid_right_bottom,0.04900569,0.06944417,0.4369699
eyelid_right_right,0.06017011,0.07418393,0.4535585
eyelid_right_left,0.04031923,0.07283667,0.4446688
eyelid_left_top,-0.01171614,0.07540065,0.4309424
eyelid_left_bottom,-0.01302224,0.07157959,0.4352838
eyelid_left_right,-0.003037647,0.07342516,0.4359817
eyelid_left_left,-0.0232238,0.07504082,0.435286
eyebrow_right_center,0.05470068,0.09824938,0.4466785
eyebrow_right_right,0.07069201,0.09446928,0.4615892
eyebrow_right_left,0.03846796,0.09197716,0.4400759
eyebrow_left_center,-0.01265981,0.09927965,0.4332868
eyebrow_left_right,0.006585309,0.09107154,0.4343437
eyebrow_left_left,-0.03289161,0.09454405,0.4394586
nose_tip,0.02156376,0.03522493,0.4252352
nose_top,0.02011749,0.07265981,0.4311538
nose_bottom,0.02016783,0.02700501,0.435403
nose_right,0.03902142,0.03301727,0.4465048
nose_left,-0.002249026,0.03254961,0.4381809
lip_right,0.04413528,0.01068044,0.465414
lip_left,-0.01100168,0.01006985,0.4495848
upper_lip_center,0.02005978,0.01141727,0.4443906
upper_lip_right,0.02782213,0.01274443,0.4481012
upper_lip_left,0.01026606,0.01312052,0.4431224
lower_lip_center,0.01786905,-0.003929305,0.4459864
lower_lip_right,0.02756676,-0.001930059,0.4523554
lower_lip_left,0.006978559,-0.002186731,0.4454026
face_border_top_right,0.08516629,0.08137114,0.49028
face_border_top_left,-0.07911631,0.09566201,0.54696
chin,0.009769471,-0.03591726,0.4699153
1,,,
eye_right_center,0.02256851,0.08350801,0.4568532
eye_left_center,-0.0411359,0.08352052,0.4537813
eyelid_right_top,0.0223588,0.08474205,0.4556718
eyelid_right_bottom,0.02251155,0.08206429,0.4570826
eyelid_right_right,0.03247768,0.08515896,0.462132
eyelid_right_left,0.01279871,0.08351713,0.4548765
eyelid_left_top,-0.04216225,0.0855833,0.4538274
eyelid_left_bottom,-0.04192437,0.08187124,0.4548296
eyelid_left_right,-0.03191419,0.08320434,0.4500002
eyelid_left_left,-0.05258504,0.08461157,0.4563633
eyebrow_right_center,0.0260216,0.1108654,0.4574309
eyebrow_right_right,0.04334824,0.1065332,0.4712424
eyebrow_right_left,0.008756147,0.1038256,0.4511172
eyebrow_left_center,-0.04429914,0.1107648,0.4519877
eyebrow_left_right,-0.02414324,0.1029312,0.4499877
eyebrow_left_left,-0.06446691,0.1063036,0.4629699
nose_tip,-0.008593827,0.04756952,0.4367771
nose_top,-0.0103851,0.08401957,0.448949
nose_bottom,-0.008808088,0.03798598,0.4468659
nose_right,0.0117709,0.04395898,0.4567998
nose_left,-0.03047456,0.04265269,0.4523997
lip_right,0.01640094,0.01867267,0.4701055
lip_left,-0.03646304,0.01763365,0.4611749
upper_lip_center,-0.009555692,0.02229238,0.4525731
upper_lip_right,-0.0004061744,0.02367433,0.4543616
upper_lip_left,-0.01851599,0.02424965,0.4531461
lower_lip_center,-0.009858286,0.004604835,0.4560192
lower_lip_right,0.0004595167,0.006024007,0.4590481
lower_lip_left,-0.02030034,0.006459603,0.4562883
face_border_top_right,0.05950861,0.08574832,0.4738654
face_border_top_left,-0.07835723,0.08855644,0.4639195
chin,-0.01393437,-0.03291235,0.485996
1,,,
eye_right_center,0.06893395,0.06837655,0.4700254
eye_left_center,0.00620668,0.07721725,0.4744305
eyelid_right_top,0.06817059,0.07003877,0.4685316
eyelid_right_bottom,0.06784608,0.06661063,0.4719952
eyelid_right_right,0.07883224,0.06843078,0.4739921
eyelid_right_left,0.05823453,0.07033448,0.4745087
eyelid_left_top,0.005688585,0.079767,0.4744728
eyelid_left_bottom,0.004556263,0.07551278,0.4760007
eyelid_left_right,0.01452827,0.07587339,0.4708188
eyelid_left_left,-0.005401814,0.08026773,0.481502
eyebrow_right_center,0.07519934,0.09314071,0.4729505
eyebrow_right_right,0.09361985,0.08487287,0.4839198
eyebrow_right_left,0.05731392,0.0891334,0.4704982
eyebrow_left_center,0.005813419,0.1022506,0.4756121
eyebrow_left_right,0.02354505,0.09263706,0.4712016
eyebrow_left_left,-0.0129215,0.1030318,0.4928545
nose_tip,0.02952339,0.03568621,0.4568147
nose_top,0.03516765,0.07078639,0.4685926
nose_bottom,0.02879583,0.02606957,0.4654329
nose_right,0.05195575,0.02976812,0.4759166
nose_left,0.009457982,0.03264386,0.4735208
lip_right,0.0575913,0.004134093,0.4875894
lip_left,0.002728609,0.008266142,0.4820899
upper_lip_center,0.0284063,0.008098062,0.4725681
upper_lip_right,0.03903409,0.008634735,0.4749798
upper_lip_left,0.02101904,0.01084315,0.4731164
lower_lip_center,0.02596824,-0.004663066,0.4752442
lower_lip_right,0.03701729,-0.004360871,0.4790415
lower_lip_left,0.01664454,-0.002733621,0.4771262
face_border_top_right,0.1136716,0.06862447,0.5049545
face_border_top_left,-0.02684572,0.0867343,0.5029123
chin,0.01888853,-0.04651651,0.5150068
1,,,
eye_right_center,-0.006493668,0.07741633,0.5255911
eye_left_center,-0.07004155,0.07817375,0.5145912
eyelid_right_top,-0.00651933,0.0791449,0.5260839
eyelid_right_bottom,-0.006546376,0.07582837,0.5297702
eyelid_right_right,0.003761221,0.07926203,0.5370995
eyelid_right_left,-0.01613911,0.07707724,0.5256462
eyelid_left_top,-0.07057228,0.08035969,0.5143752
eyelid_left_bottom,-0.0711845,0.07583646,0.5152776
eyelid_left_right,-0.06065568,0.07757854,0.5155978
eyelid_left_left,-0.08223251,0.07905177,0.5163988
eyebrow_right_center,-0.004542516,0.1052393,0.5320957
eyebrow_right_right,0.01252235,0.09924495,0.5453088
eyebrow_right_left,-0.02052369,0.09860597,0.5240314
eyebrow_left_center,-0.07519087,0.1053077,0.5168102
eyebrow_left_right,-0.05643031,0.09739813,0.5183561
eyebrow_left_left,-0.09457161,0.09957159,0.5235731
nose_tip,-0.03669801,0.04292746,0.5060303
nose_top,-0.04056012,0.07830741,0.5172707
nose_bottom,-0.03796654,0.03303547,0.5145766
nose_right,-0.01792586,0.03816468,0.5240628
nose_left,-0.06059255,0.03700234,0.5165964
lip_right,-0.01559253,0.0143889,0.5403283
lip_left,-0.07045512,0.01308696,0.5247509
upper_lip_center,-0.04063421,0.01663073,0.5201172
upper_lip_right,-0.03166516,0.0182584,0.5234198
upper_lip_left,-0.04972373,0.01856527,0.5192239
lower_lip_center,-0.04156524,0.0004537546,0.5225511
lower_lip_right,-0.03155294,0.002074368,0.5256158
lower_lip_left,-0.05188593,0.00197361,0.5214043
face_border_top_right,0.02295218,0.08312008,0.5378661
face_border_top_left,-0.1161497,0.0880395,0.5437913
chin,-0.05058345,-0.03928374,0.5536531
1,,,
eye_right_center,0.08414344,0.04347664,0.3612913
eye_left_center,0.02312648,0.04689199,0.3627483
eyelid_right_top,0.0848626,0.04474695,0.3602535
eyelid_right_bottom,0.08533204,0.04125021,0.3645234
eyelid_right_right,0.09498174,0.04379653,0.3647968
eyelid_right_left,0.07604618,0.04373928,0.3622929
eyelid_left_top,0.0223249,0.04877853,0.3619226
eyelid_left_bottom,0.02198165,0.04483124,0.3644527
eyelid_left_right,0.03130428,0.04669213,0.3621821
eyelid_left_left,0.01266779,0.0482353,0.3661498
eyebrow_right_center,0.08911972,0.06820446,0.3585657
eyebrow_right_right,0.1078884,0.06347115,0.3719278
eyebrow_right_left,0.07357226,0.06229238,0.355595
eyebrow_left_center,0.02348334,0.07099583,0.3587296
eyebrow_left_right,0.039216,0.06311518,0.3566839
eyebrow_left_left,0.004438785,0.06944415,0.3695747
nose_tip,0.05084495,0.007411951,0.3444542
nose_top,0.05319287,0.04411755,0.3583409
nose_bottom,0.05046992,-0.001514803,0.3557872
nose_right,0.07143267,0.002456069,0.3660402
nose_left,0.03082627,0.004284278,0.3632472
lip_right,0.07701501,-0.02148864,0.3785548
lip_left,0.02200092,-0.01937234,0.3759078
upper_lip_center,0.04982257,-0.01872876,0.3643145
upper_lip_right,0.05804571,-0.01692913,0.3656155
upper_lip_left,0.04164333,-0.01568983,0.3640888
lower_lip_center,0.0489142,-0.03442879,0.3679514
lower_lip_right,0.05965859,-0.0328363,0.3707244
lower_lip_left,0.03857439,-0.03210575,0.3684317
face_border_top_right,0.09866229,0.0341824,0.2846667
face_border_top_left,-0.01492876,0.05524886,0.3927459
chin,0.04565479,-0.06399627,0.3905233
1,,,
eye_right_center,0.07093189,0.05646957,0.4093508
eye_left_center,0.009578307,0.05783083,0.4058299
eyelid_right_top,0.07139087,0.05788605,0.4088851
eyelid_right_bottom,0.07147238,0.05465219,0.4109493
eyelid_right_right,0.08259917,0.05750617,0.4146356
eyelid_right_left,0.06183906,0.05678998,0.4087874
eyelid_left_top,0.008101762,0.05987099,0.40646
eyelid_left_bottom,0.007637482,0.0559893,0.4074728
eyelid_left_right,0.01710297,0.05723289,0.4011457
eyelid_left_left,-0.001989094,0.0590801,0.4089992
eyebrow_right_center,0.07456186,0.0828471,0.4066993
eyebrow_right_right,0.09249738,0.07838988,0.4189189
eyebrow_right_left,0.05895276,0.07652618,0.4034628
eyebrow_left_center,0.008112647,0.08391751,0.4037869
eyebrow_left_right,0.024312,0.0763075,0.4018267
eyebrow_left_left,-0.0111117,0.08053313,0.4127556
nose_tip,0.03907686,0.02109617,0.3870884
nose_top,0.03955489,0.05648434,0.4010669
nose_bottom,0.03902982,0.01207104,0.3977175
nose_right,0.05897176,0.01607897,0.4090717
nose_left,0.01813029,0.01656016,0.405979
lip_right,0.06505414,-0.008567312,0.4211556
lip_left,0.0109853,-0.007903635,0.4142989
upper_lip_center,0.03917583,-0.005051637,0.4053356
upper_lip_right,0.0473201,-0.003470082,0.4073461
upper_lip_left,0.03074922,-0.002708947,0.4054948
lower_lip_center,0.03775749,-0.02044281,0.408527
lower_lip_right,0.04702767,-0.01940762,0.4118951
lower_lip_left,0.02785065,-0.01913029,0.4095255
face_border_top_right,0.1030252,0.0609857,0.4065455
face_border_top_left,-0.0286421,0.06688274,0.4331951
chin,0.03478864,-0.05549348,0.4342156
1,,,
eye_right_center,0.04428646,0.07172159,0.6182902
eye_left_center,-0.01681932,0.07375715,0.615144
eyelid_right_top,0.04465935,0.07262117,0.617788
eyelid_right_bottom,0.04482281,0.06980677,0.6182655
eyelid_right_right,0.05435124,0.07195446,0.62447
eyelid_right_left,0.03572607,0.0716482,0.6172061
eyelid_left_top,-0.01774603,0.07462465,0.6151358
eyelid_left_bottom,-0.01827394,0.07236893,0.614953
eyelid_left_right,-0.009644639,0.07209891,0.6085846
eyelid_left_left,-0.02712892,0.07502145,0.6206076
eyebrow_right_center,0.04984802,0.09923027,0.623134
eyebrow_right_right,0.06596068,0.0924191,0.6341711
eyebrow_right_left,0.03322267,0.09404305,0.6175342
eyebrow_left_center,-0.01923646,0.1014403,0.6184549
eyebrow_left_right,0.0001519626,0.09285388,0.6118
eyebrow_left_left,-0.03809987,0.09605951,0.6253416
nose_tip,0.01479373,0.04171428,0.5949928
nose_top,0.01455123,0.07452956,0.6079556
nose_bottom,0.01432127,0.02990146,0.6036867
nose_right,0.03400812,0.03440606,0.6145393
nose_left,-0.007481607,0.0343693,0.6062645
lip_right,0.04207406,0.00894295,0.6259772
lip_left,-0.01532923,0.01007451,0.6119651
upper_lip_center,0.01391187,0.01381829,0.6060977
upper_lip_right,0.02306136,0.0153604,0.6095871
upper_lip_left,0.004165295,0.01602218,0.6067184
lower_lip_center,0.01332052,-0.00252212,0.6067349
lower_lip_right,0.02363624,-0.001636849,0.6111487
lower_lip_left,0.002435592,-0.001348609,0.6071135
face_border_top_right,0.07974277,0.0717782,0.6274547
face_border_top_left,-0.05482765,0.07870393,0.6351503
chin,0.005102788,-0.04632614,0.6367899
1,,,
eye_right_center,-0.06101713,0.08169173,0.5616595
eye_left_center,-0.1247112,0.07698262,0.5627723
eyelid_right_top,-0.06123612,0.08404007,0.560685
eyelid_right_bottom,-0.06049402,0.07977315,0.5621567
eyelid_right_right,-0.05104342,0.08326738,0.5629616
eyelid_right_left,-0.07069164,0.0809451,0.5636455
eyelid_left_top,-0.1269932,0.08062387,0.563312
eyelid_left_bottom,-0.1255067,0.0737531,0.5630367
eyelid_left_right,-0.1162496,0.07705203,0.5583172
eyelid_left_left,-0.1360542,0.07624874,0.5661172
eyebrow_right_center,-0.06577568,0.1095651,0.5620555
eyebrow_right_right,-0.04751208,0.1067231,0.5734513
eyebrow_right_left,-0.07998002,0.1016654,0.5582375
eyebrow_left_center,-0.1341852,0.102813,0.5622777
eyebrow_left_right,-0.1155186,0.09725831,0.5594099
eyebrow_left_left,-0.1513035,0.0973423,0.5707294
nose_tip,-0.0920433,0.04530521,0.5416957
nose_top,-0.09663736,0.07656297,0.5484348
nose_bottom,-0.09008295,0.03359441,0.5502436
nose_right,-0.07065894,0.04020497,0.5602033
nose_left,-0.111316,0.03470231,0.5532332
lip_right,-0.06669392,0.01398316,0.5656146
lip_left,-0.1071942,0.006648679,0.5568506
upper_lip_center,-0.08907574,0.01613892,0.5521584
upper_lip_right,-0.08027498,0.01941126,0.554076
upper_lip_left,-0.09634324,0.01780641,0.5526574
lower_lip_center,-0.0870397,-0.005627684,0.5576077
lower_lip_right,-0.07768236,-0.002809879,0.5606093
lower_lip_left,-0.09536131,-0.004926039,0.5566051
face_border_top_right,-0.01977508,0.08774254,0.5732
face_border_top_left,-0.1620991,0.07987329,0.5758042
chin,-0.08885749,-0.04260652,0.5862131
1,,,
eye_right_center,0.1508956,0.05488814,0.393747
eye_left_center,0.09039554,0.06133182,0.4110881
eyelid_right_top,0.1495153,0.05685762,0.3930034
eyelid_right_bottom,0.1498675,0.05280744,0.3956254
eyelid_right_right,0.1596965,0.05555243,0.394347
eyelid_right_left,0.139636,0.05646286,0.3975892
eyelid_left_top,0.08906298,0.06374232,0.4108438
eyelid_left_bottom,0.08891299,0.05853672,0.4130843
eyelid_left_right,0.09923717,0.06072111,0.4083072
eyelid_left_left,0.07870935,0.06337683,0.4175752
eyebrow_right_center,0.1535258,0.08096032,0.3907862
eyebrow_right_right,0.1747072,0.0735212,0.3992889
eyebrow_right_left,0.1354197,0.07450004,0.392682
eyebrow_left_center,0.08803535,0.08564561,0.4080641
eyebrow_left_right,0.1027521,0.07707155,0.4024589
eyebrow_left_left,0.07295051,0.08370277,0.4233125
nose_tip,0.1096797,0.02076628,0.3864183
nose_top,0.1158857,0.05482882,0.3964961
nose_bottom,0.1112481,0.01115541,0.3967419
nose_right,0.13446,0.01549585,0.4020308
nose_left,0.09463064,0.01656023,0.4080006
lip_right,0.1400797,-0.01151251,0.4100757
lip_left,0.09188216,-0.009652852,0.4174609
upper_lip_center,0.1127209,-0.005801044,0.4027744
upper_lip_right,0.121907,-0.003903477,0.4021758
upper_lip_left,0.1062275,-0.002842828,0.404843
lower_lip_center,0.1113507,-0.02362533,0.4084171
lower_lip_right,0.1219313,-0.0239577,0.4082009
lower_lip_left,0.1035813,-0.02221371,0.4115875
face_border_top_right,0.02640594,0.001992214,0
face_border_top_left,0.06256296,0.06811213,0.4419263
chin,0.1130508,-0.05617843,0.437316
1,,,
eye_right_center,0.1235263,0.04047572,0.3370977
eye_left_center,0.06264738,0.04707595,0.356676
eyelid_right_top,0.1223712,0.04306202,0.3361165
eyelid_right_bottom,0.1233534,0.03748349,0.3394655
eyelid_right_right,0.1330498,0.04030432,0.3374254
eyelid_right_left,0.1118391,0.04190815,0.3420972
eyelid_left_top,0.06211417,0.04953994,0.3557207
eyelid_left_bottom,0.06160958,0.043796,0.358499
eyelid_left_right,0.07338143,0.045171,0.3520569
eyelid_left_left,0.05050081,0.05003297,0.3637341
eyebrow_right_center,0.1279338,0.06601793,0.3348444
eyebrow_right_right,0.149476,0.0586946,0.3433595
eyebrow_right_left,0.1086607,0.06001583,0.3357972
eyebrow_left_center,0.06083177,0.07168972,0.354017
eyebrow_left_right,0.0768889,0.06312182,0.3466251
eyebrow_left_left,0.04480365,0.07062309,0.3713639
nose_tip,0.0819086,0.006294754,0.3295398
nose_top,0.08951268,0.04246949,0.3426891
nose_bottom,0.08345008,-0.003627887,0.3408699
nose_right,0.1069914,-0.0004328849,0.3458
nose_left,0.06741481,0.001372231,0.3535446
lip_right,0.1136541,-0.02762253,0.3534751
lip_left,0.06408195,-0.02344551,0.3625117
upper_lip_center,0.08467177,-0.02063357,0.3462326
upper_lip_right,0.09431064,-0.0193252,0.3452975
upper_lip_left,0.07738438,-0.01742279,0.3487363
lower_lip_center,0.08249313,-0.03823053,0.352182
lower_lip_right,0.09416672,-0.03878302,0.3517512
lower_lip_left,0.07427067,-0.03626106,0.3551908
face_border_top_right,0.1757237,0.04120401,0.3644677
face_border_top_left,0.03362254,0.05613744,0.3922032
chin,0.08411703,-0.07005785,0.3893545
1,,,
eye_right_center,0.03802409,0.06081031,0.4601386
eye_left_center,-0.02368567,0.06293523,0.4630752
eyelid_right_top,0.03804031,0.06309641,0.4592747
eyelid_right_bottom,0.03748561,0.05884298,0.4611819
eyelid_right_right,0.04759953,0.06204858,0.464654
eyelid_right_left,0.02799644,0.06171514,0.4610958
eyelid_left_top,-0.02597252,0.06609317,0.4625267
eyelid_left_bottom,-0.02609216,0.06053009,0.4640062
eyelid_left_right,-0.01586017,0.06344934,0.4603657
eyelid_left_left,-0.03655498,0.06383064,0.4668543
eyebrow_right_center,0.04109148,0.08838263,0.4622773
eyebrow_right_right,0.05888274,0.08276322,0.4734239
eyebrow_right_left,0.02579699,0.08248255,0.4582642
eyebrow_left_center,-0.02778781,0.08913241,0.4617373
eyebrow_left_right,-0.01032957,0.08193103,0.4591076
eyebrow_left_left,-0.04564111,0.08548385,0.471293
nose_tip,0.005806052,0.02682281,0.4422858
nose_top,0.005361951,0.05866727,0.4541538
nose_bottom,0.005667707,0.01638537,0.4529781
nose_right,0.02544818,0.02049051,0.4623283
nose_left,-0.01429083,0.02012793,0.4579379
lip_right,0.02939443,-0.006594009,0.4705805
lip_left,-0.01903939,-0.007134026,0.4654601
upper_lip_center,0.005722804,-0.0009913851,0.4569371
upper_lip_right,0.01467253,0.001236387,0.4592138
upper_lip_left,-0.002436934,0.001625353,0.4575767
lower_lip_center,0.004439974,-0.01905012,0.4612398
lower_lip_right,0.01437512,-0.0182646,0.4633833
lower_lip_left,-0.004709768,-0.01760621,0.4611063
face_border_top_right,0.07331246,0.06603812,0.4790476
face_border_top_left,-0.05942395,0.06932511,0.4791506
chin,0.0008519281,-0.05383251,0.4961304
1,,,
eye_right_center,-0.0621086,0.07411836,0.5885386
eye_left_center,-0.1241244,0.07598489,0.5808666
eyelid_right_top,-0.06163594,0.07633445,0.58805
eyelid_right_bottom,-0.06183657,0.07193907,0.5894185
eyelid_right_right,-0.05202829,0.07505806,0.5956907
eyelid_right_left,-0.0716783,0.07509062,0.588191
eyelid_left_top,-0.1264841,0.07888138,0.58143
eyelid_left_bottom,-0.1264231,0.07384456,0.5819154
eyelid_left_right,-0.1157337,0.07613935,0.5772297
eyelid_left_left,-0.1374131,0.07683631,0.5844719
eyebrow_right_center,-0.05825451,0.1021009,0.5935313
eyebrow_right_right,-0.04295675,0.0964209,0.6090699
eyebrow_right_left,-0.07294664,0.09659601,0.5875317
eyebrow_left_center,-0.1266103,0.104439,0.5836365
